0.011609977,0
0.017414966,0
0.023219955,0
0.029024943,0
0.034829932,0
0.040634921,0
0.046439909,0
0.052244898,0
0.058049887,0
0.063854875,0
0.069659864,0.01,0.01
0.522448980,0.616645,0.0525037,0.669148
0.528253968,0.547454,0.102829,0.650283
0.534058957,0.521682,0.117925,0.639607
0.539863946,0.422122,0.115661,0.537783
0.545668934,0.378454,0.165472,0.543926
0.551473923,0.525942,0.18606,0.712001
0.557278912,0.531928,0.217063,0.748991
0.563083900,0.530423,0.229523,0.759947
0.568888889,0.5262,0.239382,0.765582
0.574693878,0.5262,0.239382,0.765582
0.580498866,0.530423,0.229523,0.759947
0.586303855,0.545928,0.227219,0.773147
0.592108844,0.562235,0.224232,0.786467
0.597913832,0.548369,0.213774,0.762144
0.603718821,0.582741,0.204927,0.787668
0.609523810,0.614617,0.210733,0.82535
0.615328798,0.566793,0.0961664,0.0961664,0.759125
0.621133787,0.627582,0.0814077,0.70899
0.626938776,0.591297,0.0725934,0.663891
0.632743764,0.482608,0.00220877,0.00220877,0.00726963,0.494295
0.638548753,0.21863,0.00996977,0.2286
0.644353741,0.144272,0.00274818,0.14702
0.650158730,0.0607226,0.000843249,0.00133042,0.000843249,0.0637395
0.655963719,0.0268392,0.00128396,0.0281232
0.661768707,0.00801648,0.0315167,2.50348e-5,1.81103e-5,0.0395763
0.667573696,0.0352638,0.0352638
0.673378685,0.0154096,0.002746,0.0181556
0.679183673,0.0356333,0.0561032,2.83364e-5,5.05548e-5,0.0918154
0.684988662,0.0664331,0.0267533,4.44534e-5,0.0932309
0.690793651,0.0568687,0.0733749,0.000419285,0.130663
0.696598639,0.145591,0.00146994,0.147061
0.702403628,0.130447,0.000583365,0.131031
0.708208617,0.16405,0.000743838,0.164794
0.714013605,0.0866505,0.0949039,0.000453422,0.000453422,0.000453422,0.182915
0.719818594,0.335077,1.61041e-5,6.15744e-5,0.00869431,0.343849
0.725623583,0.251668,3.321e-5,2.34423e-5,0.00279647,0.254521
0.731428571,0.130002,0.000936008,8.65217e-5,0.131025
0.737233560,0.0720652,8.77148e-5,1.99352e-6,1.19611e-5,0.0721669
0.743038549,0.0718952,0.000270642,0.0721659
0.748843537,0.0282139,9.98589e-7,1.19831e-5,0.0282269
0.754648526,0.022965,0.022965
0.760453515,0.091828,4.69466e-5,0.0918749
0.766258503,0.162948,0.00182797,0.164776
0.772063492,0.342247,0.0176923,0.0150018,0.374941
0.777868481,0.547454,0.102829,0.650283
0.783673469,0.427836,0.0720877,0.0638352,0.563759
0.789478458,0.570767,0.0874647,0.658232
0.795283447,0.60656,0.0514594,0.0760709,0.734091
0.801088435,0.570378,0.0518311,0.622209
0.806893424,0.57732,8.45789e-7,0.046071,0.623392
0.812698413,0.435979,0.000108817,0.0169783,9.22181e-7,0.453067
0.818503401,0.250579,6.29244e-5,0.000444343,0.00340276,1.93614e-6,0.254491
0.824308390,0.000558169,0.000148782,0.175093,0.000674437,0.000528953,0.00686022,0.183863
0.830113379,0.000265456,0.200241,0.000111568,0.0049421,0.20556
0.835918367,1.15056e-5,0.299443,0.0120391,0.311493
0.841723356,0.391004,0.0226103,0.413615
0.847528345,0.470343,0.0230526,0.493395
0.853333333,0.531934,0.0454849,0.577419
0.859138322,0.457168,0.0681592,0.525327
0.864943311,0.566387,0.121559,0.687946
0.870748299,0.723544,0.0418024,0.765346
0.876553288,0.699998,0.0204574,0.720455
0.882358277,0.21863,0.00996977,0.2286
0.888163265,0.14523,0.00182239,0.147052
0.893968254,0.0314959,0.0314959
0.899773243,0.0103515,0.0103515
0.905578231,8.503e-5,1.1595e-5,0.0127377,0.0128344
0.911383220,0.000151465,0.0141016,0.014253
0.917188209,6.42494e-5,8.69838e-5,0.0228138,0.022965
0.922993197,0.0314839,1.19867e-5,0.0314959
0.928798186,0.0814033,4.69388e-5,0.0814503
0.934603175,0.0808661,0.000579503,0.0814456
0.940408163,0.179813,0.0522169,0.23203
0.946213152,0.396018,0.126176,0.522194
0.952018141,0.581638,0.187314,0.768951
0.957823129,0.592577,0.161172,0.753749
0.963628118,0.624753,0.14521,0.769964
0.969433107,0.624752,1.7635e-6,0.145209,0.769963
0.975238095,0.602543,0.000327279,0.0235263,0.626396
0.981043084,3.37254e-5,0.411707,0.000936684,0.00228366,2.36139e-5,0.414985
0.986848073,0.000267036,0.000347244,0.443975,0.0001129,8.41968e-5,0.00878134,0.453568
0.992653061,0.00344388,0.000932738,0.33726,0.000150711,2.30386e-5,0.00222803,0.344038
0.998458050,0.000309416,0.330705,0.0413804,0.372395
1.004263039,0.566387,0.121559,0.687946
1.010068027,0.465807,0.0619651,0.527772
1.015873016,0.284736,0.0489809,0.333717
1.021678005,0.253753,0.0471976,0.300951
1.027482993,0.268655,0.0775279,0.346183
1.033287982,0.447056,0.103399,0.550455
1.039092971,0.434777,0.109708,0.544485
1.044897959,0.579943,0.113565,0.693508
1.050702948,0.509416,0.0632784,0.572694
1.056507937,0.43805,6.6148e-7,0.0808699,0.518921
1.062312925,1.73658e-6,2.0839e-5,0.706923,0.000205823,0.000444064,0.0921723,0.799768
1.068117914,0.0038329,0.519482,0.00874353,0.0433602,1.35324e-5,0.575433
1.073922902,0.00255995,0.00384126,0.520601,0.00120085,0.00417899,0.0435496,0.575932
1.079727891,0.0026235,0.0010987,0.45367,1.67939e-6,1.00763e-5,0.0340983,0.491502
1.085532880,4.12949e-6,0.375862,0.0644504,0.440316
1.091337868,0.579943,0.113565,0.693508
1.097142857,0.479586,0.138306,0.617891
1.102947846,0.461369,0.16606,0.627429
1.108752834,0.509491,0.190503,0.699994
1.114557823,0.542596,0.180874,0.72347
1.120362812,0.592577,0.161172,0.753749
1.126167800,0.319173,0.112729,0.431903
1.131972789,0.398755,0.0483111,0.447066
1.137777778,0.0533878,0.00851088,1.29977e-6,0.0618999
1.143582766,0.0298687,0.00851327,6.67211e-7,0.0383827
1.149387755,3.33605e-5,0.00011578,0.0557481,0.000723014,0.0566202
1.155192744,0.000153586,0.0188867,4.49783e-5,0.0190852
1.160997732,0.00486401,0.0764384,1.73187e-6,0.000135952,0.0814401
1.166802721,0.00223371,0.000722755,0.0887646,1.85239e-6,9.26194e-7,0.000145412,0.0918693
1.172607710,0.00227935,0.144592,9.64433e-7,0.000200602,0.147073
1.178412698,0.00692221,0.0083168,0.343529,2.46342e-6,2.46342e-6,0.0178294,0.376602
1.184217687,0.00566542,0.105234,0.00506902,0.115968
1.190022676,0.000153692,0.000115513,0.180595,0.00336842,0.184233
1.195827664,0.214565,0.0135798,0.228145
1.201632653,0.142802,0.0317712,0.174573
1.207437642,0.438993,0.0493269,0.48832
1.213242630,0.142041,0.00485363,0.146895
1.219047619,0.0345914,0.00962341,0.0442148
1.224852608,0.0433883,0.00112067,0.0445089
1.230657596,0.0141668,8.45026e-5,0.0142513
1.236462585,0.0177947,0.00221993,0.0200146
1.242267574,0.0500455,0.000155793,0.0502013
1.248072562,0.035199,6.46701e-5,0.0352636
1.253877551,0.000445912,0.000265216,0.0345362,1.60444e-5,0.0352633
1.259682540,4.69297e-5,0.0720732,4.68596e-5,0.072167
1.265487528,6.42365e-5,0.000453608,0.0909036,0.00044828,0.0918697
1.271292517,6.09324e-5,0.138417,0.00806526,0.146543
1.277097506,1.86684e-6,1.58681e-5,0.462017,0.0304038,0.492438
1.282902494,3.31107e-5,1.65553e-5,0.481785,0.0124199,0.494255
1.288707483,0.433066,0.019753,0.452819
1.294512472,0.481185,0.0502483,0.531433
1.300317460,0.422122,0.115661,0.537783
1.306122449,0.416538,0.175608,0.592146
1.311927438,0.493364,0.194203,0.687567
1.317732426,0.547454,0.102829,0.650283
1.323537415,0.64944,0.0236826,0.673123
1.329342404,0.338941,0.00506876,0.34401
1.335147392,2.90966e-6,0.142908,0.00404116,0.146952
1.340952381,0.000179735,0.000135665,0.0119824,0.0122978
1.346757370,0.0101168,0.0101168
1.352562358,0.0122978,0.0122978
1.358367347,0.0107435,0.0107435
1.364172336,0.0709907,0.00115449,0.0721452
1.369977324,0.167735,0.0307201,0.198455
1.375782313,0.210962,0.0807195,0.291682
1.381587302,0.55038,0.155979,0.706359
1.387392290,0.55038,0.155979,0.706359
1.393197279,0.502378,0.232362,0.734739
1.399002268,0.474147,0.223766,0.697913
1.404807256,0.474147,0.223766,0.697913
1.410612245,0.474147,0.223766,0.697913
1.416417234,0.498285,0.208747,0.707032
1.422222222,0.747481,0.0608684,0.80835
1.428027211,0.465807,0.0619651,0.527772
1.433832200,0.330975,0.0414493,0.372424
1.439637188,0.236786,0.0379451,0.274731
1.445442177,0.0511888,0.133116,0.184304
1.451247166,0.113017,0.0492545,0.162272
1.457052154,0.0662157,0.162874,0.22909
1.462857143,0.0749691,0.179586,0.254555
1.468662132,0.0805126,0.0240145,0.104527
1.474467120,0.0113934,0.0281987,0.0395921
1.480272109,0.0674068,0.0172587,0.0846655
1.486077098,0.0563357,0.0202885,0.0766242
1.491882086,0.291099,0.429969,0.721067
1.497687075,0.516156,0.219643,0.7358
1.503492063,0.659951,0.20895,0.8689
1.509297052,0.751393,0.123042,0.874436
1.515102041,0.63003,0.0411256,0.671155
1.520907029,0.562757,0.0579761,0.620733
1.526712018,0.480948,0.0832656,0.564214
1.532517007,0.464465,0.120556,0.585021
1.538321995,0.446127,0.169942,0.61607
1.544126984,0.43552,0.153937,0.589457
1.549931973,0.43552,0.153937,0.589457
1.555736961,0.446127,0.169942,0.61607
1.561541950,0.516156,0.219643,0.7358
1.567346939,0.60041,0.199342,0.799752
1.573151927,0.530476,0.202417,0.732894
1.578956916,0.425771,0.189389,0.61516
1.584761905,0.483133,0.210876,0.694009
1.590566893,0.501182,0.221572,0.722754
1.596371882,0.462549,0.199467,0.662016
1.602176871,0.498285,0.208747,0.707032
1.607981859,0.498285,0.208747,0.707032
1.613786848,0.442899,0.213881,0.65678
1.619591837,0.502376,0.240851,0.743228
1.625396825,0.606775,0.23426,0.841035
1.631201814,0.711781,0.121123,0.832904
1.637006803,0.447056,0.103399,0.550455
1.642811791,0.499593,0.0350584,0.534652
1.648616780,0.354564,0.0223489,0.376913
1.654421769,0.089688,0.0274083,0.117096
1.660226757,0.227919,0.0237863,0.251705
1.666031746,0.193428,0.0115192,0.204947
1.671836735,0.145755,0.0167408,0.162496
1.677641723,0.284806,0.024794,0.3096
1.683446712,0.291227,0.0446372,0.335864
1.689251701,0.212034,0.0523332,0.264367
1.695056689,0.447056,0.103399,0.550455
1.700861678,0.450941,0.126735,0.577676
1.706666667,0.415515,0.0663843,0.481899
1.712471655,0.749918,0.0175564,0.767475
1.718276644,0.282056,0.000117899,0.282174
1.724081633,0.0621171,0.00174967,0.0638668
1.729886621,0.056626,7.99728e-6,0.056634
1.735691610,0.022957,7.99023e-6,0.022965
1.741496599,0.0147531,0.000387886,0.015141
1.747301587,0.0500455,0.000155793,0.0502013
1.753106576,0.0338461,0.00133966,0.0351858
1.758911565,0.036827,0.0136178,0.0504447
1.764716553,0.186399,0.0494358,0.235835
1.770521542,0.240034,0.0550813,0.295115
1.776326531,0.305932,0.144125,0.450057
1.782131519,0.487134,0.222919,0.710053
1.787936508,0.5262,0.239382,0.765582
1.793741497,0.502378,0.232362,0.734739
1.799546485,0.490128,0.233063,0.723192
1.805351474,0.659951,0.20895,0.8689
1.811156463,0.365152,0.166744,0.531896
1.816961451,0.261725,0.122133,0.383858
1.822766440,0.168088,0.0760581,0.244146
1.828571429,0.159259,0.294507,0.453766
1.834376417,0.27298,0.108013,0.380993
1.840181406,0.168088,0.0760581,0.244146
1.845986395,0.261725,0.122133,0.383858
1.851791383,0.367674,0.15173,0.519404
1.857596372,0.409176,0.142082,0.551258
1.863401361,0.596602,0.133177,0.729779
1.869206349,0.369075,0.115288,0.484363
1.875011338,0.396958,0.078273,0.475231
1.880816327,0.180112,0.00409379,0.184205
1.886621315,0.170023,0.0131328,0.183156
1.892426304,0.161986,0.00276097,0.164747
1.898231293,0.103385,0.00015648,0.103542
1.904036281,0.0315921,0.00314718,0.0347393
1.909841270,0.0419031,0.0024453,0.0443484
1.915646259,0.0641696,0.00698649,0.0711561
1.921451247,0.0304829,0.100551,0.131033
1.927256236,0.282972,0.391042,0.674015
1.933061224,0.266312,0.270986,0.537298
1.938866213,0.333797,0.387271,0.721067
1.944671202,0.468771,0.21239,0.681161
1.950476190,0.483133,0.210876,0.694009
1.956281179,0.426215,0.472122,0.898337
1.962086168,0.365152,0.166744,0.531896
1.967891156,0.381414,0.110451,0.491865
1.973696145,0.306099,0.0991876,0.405287
1.979501134,0.434777,0.109708,0.544485
1.985306122,0.295651,0.118235,0.413886
1.991111111,0.337431,0.476276,0.813707
1.996916100,0.476767,0.161472,0.638239
2.002721088,0.76033,0.0074888,0.767819
2.008526077,0.414977,3.39944e-5,0.415011
2.014331066,0.0719597,0.000206629,0.0721664
2.020136054,0.0813325,0.000117615,0.0814501
2.025941043,0.0314959,0.0314959
2.031746032,0.0208742,0.0208742
2.037551020,0.0118533,0.0118533
2.043356009,0.0105831,0.0105831
2.049160998,0.0102966,4.64378e-5,0.010343
2.054965986,0.000437138,0.0186491,0.0190862
2.060770975,0.0407261,0.00340581,0.0441319
2.066575964,0.00512319,0.0202773,0.0254004
2.072380952,0.0252605,0.0386658,0.0639263
2.078185941,0.228342,0.000745929,0.229087
2.083990930,0.0151747,0.0151747
2.089795918,0.0208742,0.0208742
2.095600907,0.0208712,2.99836e-6,0.0208742
2.101405896,0.0251952,0.000202547,0.0253978
2.107210884,0.117249,0.0122423,0.129491
2.113015873,0.306867,0.00505238,0.31192
2.118820862,0.360896,0.0167161,0.377612
2.124625850,1.71124e-6,0.324778,0.0459715,0.370751
2.130430839,0.683879,0.074866,0.758745
2.136235828,1.80981e-6,0.41118,0.0385719,0.449753
2.142040816,0.155229,0.0243062,0.179535
2.147845805,1.93325e-6,0.221706,0.00713761,0.228846
2.153650794,1.94678e-6,0.0436187,0.000902007,0.0445226
2.159455782,0.0427713,0.00168623,0.0444575
2.165260771,1.97244e-6,0.115076,0.00146089,0.116538
2.171065760,0.056634,0.056634
2.176870748,0.044547,0.044547
2.182675737,0.0151747,0.0151747
2.188480726,0.022965,0.022965
2.194285714,0.0128175,1.67999e-5,0.0128343
2.200090703,0.0150594,0.000112847,0.0151722
2.205895692,0.0637698,0.000156099,0.0639258
2.211700680,0.0395272,6.47182e-5,0.039592
2.217505669,0.0476033,0.014976,0.0625793
2.223310658,3.42321e-5,0.130095,6.31977e-6,0.152038,0.282174
2.229115646,5.52556e-7,0.136495,0.17551,0.312005
2.234920635,1.94755e-5,0.174739,6.8737e-6,0.240246,0.415011
2.240725624,1.46488e-5,0.581379,7.42519e-7,0.079921,0.661315
2.246530612,0.179771,0.0225544,0.202326
2.252335601,0.0626466,0.0139281,0.0765748
2.258140590,0.0519337,0.00423498,0.0561687
2.263945578,0.00577234,0.0196281,0.0254004
2.269750567,0.0108565,0.0206394,0.0314959
2.275555556,0.126885,0.00400928,0.130894
2.281360544,0.0628322,0.00795692,0.0707892
2.287165533,0.224016,0.0267918,0.250808
2.292970522,0.336619,0.00730456,0.343924
2.298775510,0.130877,0.000156598,0.131033
2.304580499,0.0805108,0.000927373,0.0814382
2.310385488,4.97557e-6,0.10308,0.000454525,0.10354
2.316190476,0.0393855,0.000205135,0.0395907
2.321995465,5.99725e-6,0.006545,0.016414,0.022965
2.327800454,4.59642e-6,0.0756295,0.00535106,0.0809851
2.333605442,9.99491e-7,0.0352508,1.19878e-5,0.0352638
2.339410431,0.0154858,0.00151478,0.0170006
2.345215420,0.0253835,1.69629e-5,0.0254004
2.351020408,0.0102059,0.0102059
2.356825397,0.01,0.01
2.362630385,0.010003,0.010003
2.368435374,0.0100644,0.0100644
2.374240363,0.0100644,0.0100644
2.380045351,0.0134799,0.0134799
2.385850340,9.99167e-7,0.011186,0.011187
2.391655329,0.0122978,0.0122978
2.397460317,0.021619,0.00120882,0.0228278
2.403265306,0.0752258,0.0198645,0.0950903
2.409070295,4.09659e-6,0.210002,0.0365653,0.246572
2.414875283,9.5252e-6,3.96884e-6,0.132617,0.0255857,0.158216
2.420680272,0.343205,0.140157,0.483362
2.426485261,0.486224,0.178309,0.664532
2.432290249,0.416538,0.175608,0.592146
2.438095238,0.44669,0.487992,0.934682
2.443900227,0.474546,2.54034e-6,2.54034e-6,0.49047,0.965021
2.449705215,5.08069e-7,0.474548,1.01614e-6,0.490472,0.965021
2.455510204,4.47044e-5,0.492744,4.05168e-5,0.241042,0.733871
2.461315193,7.96062e-6,0.641393,0.21541,0.856811
2.467120181,0.000142017,0.812785,1.96378e-5,0.0773131,0.89026
2.472925170,5.77685e-5,4.17711e-5,0.517496,0.0570066,0.574602
2.478730159,0.40525,0.0433064,0.448557
2.484535147,0.0503167,0.066242,0.116559
2.490340136,0.0395611,0.214994,0.254555
2.496145125,0.0535151,0.0205799,0.074095
2.501950113,0.0505416,0.0176905,0.0682321
2.507755102,0.336665,0.0371148,0.37378
2.513560091,0.545429,0.0712578,0.616687
2.519365079,0.522797,0.143785,0.666582
2.525170068,0.431148,0.17312,0.604268
2.530975057,0.367279,0.446427,0.813707
2.536780045,0.390575,0.466989,0.857565
2.542585034,4.44332e-6,0.398927,0.499406,0.898337
2.548390023,1.1311e-6,0.462543,5.43743e-6,0.199462,0.662012
2.554195011,1.8115e-6,0.493363,0.194203,0.687567
2.560000000,3.06294e-5,1.10787e-5,0.502172,0.173745,0.675959
2.565804989,4.72576e-6,0.769205,0.0420796,0.811289
2.571609977,4.80411e-6,0.516439,0.020045,0.536489
2.577414966,0.103946,0.0211191,0.125066
2.583219955,0.123848,0.00676693,0.130615
2.589024943,0.0258597,0.00418024,0.0300399
2.594829932,0.0193001,0.0446262,0.0639263
2.600634921,5.49084e-5,0.194785,0.0289777,0.223817
2.606439909,0.156912,0.0487192,0.205631
2.612244898,3.72481e-6,0.434773,1.66491e-6,0.109706,0.544484
2.618049887,2.75711e-5,0.547431,0.10282,0.65028
2.623854875,8.82533e-6,0.365433,0.0952297,0.460671
2.629659864,5.19154e-6,0.271897,0.0931966,0.365099
2.635464853,1.67504e-6,0.118782,0.0487458,0.16753
2.641269841,1.8918e-6,0.21989,0.0786084,0.2985
2.647074830,2.08187e-6,0.317003,0.0951978,0.412203
2.652879819,1.24227e-6,0.420864,3.08646e-6,0.157835,0.578703
2.658684807,0.474549,0.490472,0.965021
2.664489796,0.428063,0.429502,0.857565
2.670294785,0.442899,5.26912e-7,0.21388,0.656779
2.676099773,0.387032,0.191387,0.578419
2.681904762,1.55459e-6,0.323154,0.350859,0.674015
2.687709751,0.394004,0.419703,0.813707
2.693514739,0.409824,0.202956,0.61278
2.699319728,0.56535,0.209736,0.775087
2.705124717,0.721167,0.142401,0.863568
2.710929705,0.508028,0.125118,0.633145
2.716734694,0.562757,0.0579761,0.620733
2.722539683,0.429635,0.0228439,0.452479
2.728344671,0.160617,0.00406932,0.164687
2.734149660,0.182014,0.002261,0.184275
2.739954649,0.193428,0.0115192,0.204947
2.745759637,0.209335,0.0180063,0.227341
2.751564626,0.354564,0.0223489,0.376913
2.757369615,0.369476,0.00874152,0.378217
2.763174603,0.222936,0.00598463,0.22892
2.768979592,0.299454,0.0120401,0.311494
2.774784580,0.425762,0.0262705,0.452032
2.780589569,0.209335,0.0180063,0.227341
2.786394558,0.224016,0.0267918,0.250808
2.792199546,0.262065,0.0186507,0.280715
2.798004535,0.346553,0.0291692,0.375723
2.803809524,0.445618,0.0441078,0.489726
2.809614512,0.366997,0.0424221,0.409419
2.815419501,9.06281e-7,0.312491,0.0286617,0.341153
2.821224490,0.119216,0.0106844,0.1299
2.827029478,1.12946e-5,0.173961,0.00973061,0.183703
2.832834467,4.94069e-6,0.162943,0.00182785,0.164776
2.838639456,1.98869e-6,0.0718121,0.000350998,0.0721651
2.844444444,1.67068e-5,0.114703,0.00180798,0.116527
2.850249433,1.97273e-6,0.0631837,0.000730659,0.0639163
2.856054422,0.0502009,9.99951e-7,0.0502019
2.861859410,0.0229242,2.38504e-5,1.68941e-5,0.0229649
2.867664399,0.0122346,6.15067e-5,0.0122961
2.873469388,0.011487,0.011487
2.879274376,6e-6,0.0100178,0.0100238
2.885079365,0.01,0.01
2.890884354,0.01,0.01
2.896689342,0.01,0.01
2.902494331,0.01,0.01
2.908299320,0.01,0.01
2.914104308,0.010003,0.010003
2.919909297,0.0100079,0.0100079
2.925714286,0.0100465,0.0100465
2.931519274,0.0100871,0.0100871
2.937324263,0.010001,0.010001
2.943129252,0.01,0.01
2.948934240,0.010001,5e-7,0.0100015
2.954739229,0.01,0.01
2.960544218,0.0100079,0.0100079
2.966349206,0.0102059,0.0102059
2.972154195,0.022965,0.022965
2.977959184,0.0104544,0.0104544
2.983764172,0.0101168,0.0101168
2.989569161,0.0128344,0.0128344
2.995374150,0.0134462,3.33517e-5,0.0134795
3.001179138,0.0134799,0.0134799
3.006984127,0.0639003,1.99809e-6,2.39771e-5,0.0639263
3.012789116,0.0208742,0.0208742
3.018594104,0.022965,0.022965
3.024399093,2.99931e-6,0.022962,0.022965
3.030204082,0.0100871,0.0100871
3.036009070,0.0122978,0.0122978
3.041814059,0.011487,0.011487
3.047619048,0.0100465,0.0100465
3.053424036,0.0100465,0.0100465
3.059229025,0.01,0.01
3.065034014,0.01,0.01
3.070839002,4.8e-6,0.0100071,0.0100119
3.076643991,3.61538e-6,3.61538e-6,0.0100335,4.18272e-6,0.0100449
3.082448980,0.0500701,0.00565585,0.0557259
3.088253968,0.0502009,0.0102841,0.0604851
3.094058957,0.0530606,0.0172461,0.0703067
3.099863946,0.130452,0.0466732,0.177125
3.105668934,0.0391401,0.000445222,0.0395853
3.111473923,0.0386698,0.000894138,0.0395639
3.117278912,0.0314959,0.0314959
3.123083900,0.0314959,0.0314959
3.128888889,7.05192e-5,0.0102809,0.0103515
3.134693878,0.010002,0.010002
3.140498866,0.010002,0.010002
3.146303855,0
3.152108844,0
3.157913832,0.01,0.01
3.163718821,0.01,0.01
3.169523810,0.011487,0.011487
3.175328798,0.0175626,0.0175626
3.181133787,0.0352468,1.69774e-5,0.0352638
3.186938776,0.0443403,0.000205542,0.0445458
3.192743764,0.297252,0.0403823,0.337634
3.198548753,0.413148,0.00185498,0.415003
3.204353741,0.493635,0.000948308,0.494583
3.210158730,0.035199,6.46701e-5,0.0352636
3.215963719,0.0627534,0.00114791,0.0639013
3.221768707,0.0781001,0.0031961,0.0812962
3.227573696,0.0735289,0.025862,0.0993909
3.233378685,0.14289,0.0188604,0.16175
3.239183673,0.280724,0.0280996,0.308823
3.244988662,0.157518,0.00694394,0.164462
3.250793651,0.219729,0.0299513,0.24968
3.256598639,0.39169,0.0535424,0.445232
3.262403628,0.409,0.12107,0.00017399,0.530244
3.268208617,0.461185,0.165924,0.000186162,0.627295
3.274013605,0.497953,0.155372,0.0196661,0.672991
3.279818594,0.526208,0.117275,0.0249623,0.668445
3.285623583,0.390087,0.113876,0.0774984,0.581462
3.291428571,0.398865,0.106033,0.0967726,0.60167
3.297233560,0.376945,0.109479,0.100982,0.587406
3.303038549,0.356511,0.110637,0.103316,0.570464
3.308843537,0.345514,0.108265,0.108265,0.562043
3.314648526,0.345781,0.111683,0.111683,0.569147
3.320453515,0.35017,0.114611,0.110106,0.574887
3.326258503,0.371876,0.12455,0.106261,0.602687
3.332063492,0.384588,0.133336,0.0971233,0.615047
3.337868481,0.482365,0.165766,0.0753932,0.723524
3.343673469,0.56572,0.146082,0.0465935,0.758395
3.349478458,0.53427,0.132372,0.030235,0.696877
3.355283447,0.57678,0.069043,0.00462688,0.00956943,0.660019
3.361088435,0.446827,0.0126788,0.0497016,0.00526063,0.00756418,0.522032
3.366893424,0.0390397,0.286339,0.00630416,0.00899534,0.000187517,4.4647e-5,0.340911
3.372698413,0.0661086,0.303779,0.00404599,0.002246,0.00017444,0.000376356,0.37673
3.378503401,0.0294865,0.239576,0.000856077,0.00935045,3.35577e-5,0.000856077,0.280158
3.384308390,0.0301478,0.244775,0.00213688,0.00390132,0.000117181,0.000117181,0.281196
3.390113379,0.035431,0.301075,0.000448394,0.00327046,0.000724738,0.00217954,0.343129
3.395918367,0.00696334,0.188227,0.000226843,0.00762623,0.000489415,0.00124805,0.204781
