0.011609977,0
0.470204082,0
0.476009070,0
0.481814059,0
0.487619048,0.0100079,0.0100079
0.493424036,0.044547,0.044547
0.499229025,0.254555,0.254555
0.505034014,0.627376,0.627376
0.510839002,0.813707,0.813707
0.516643991,0.898337,0.898337
0.522448980,0.965021,0.965021
0.528253968,0.999997,0.999997
0.534058957,0.999997,0.999997
0.539863946,0.987509,0.987509
0.545668934,0.987509,0.987509
0.551473923,0.999997,0.999997
0.557278912,0.987509,0.987509
0.563083900,0.987509,0.987509
0.568888889,0.987509,0.987509
0.574693878,0.987509,0.987509
0.580498866,0.987509,0.987509
0.586303855,0.999997,0.999997
0.592108844,0.987509,0.987509
0.597913832,0.999997,0.999997
0.603718821,0.987509,0.987509
0.609523810,0.987509,0.987509
0.615328798,0.987509,0.987509
0.621133787,0.987509,0.987509
0.626938776,0.987509,0.987509
0.632743764,0.987509,0.987509
0.638548753,0.987509,0.987509
0.644353741,0.987509,0.987509
0.650158730,0.987509,0.987509
0.655963719,0.987509,0.987509
0.661768707,0.987509,0.987509
0.667573696,0.857565,0.857565
0.673378685,0.674015,0.674015
0.679183673,0.344087,0.344087
0.684988662,0.205702,0.205702
0.690793651,0.164797,0.164797
0.696598639,0.22909,0.22909
0.702403628,0.164797,0.164797
0.708208617,0.091875,0.091875
0.714013605,0.0254004,0.0254004
0.719818594,0.014253,0.014253
0.725623583,0.164797,0.164797
0.731428571,0.011487,0.011487
0.737233560,0.0282269,0.0282269
0.743038549,0.0721671,0.0721671
0.748843537,0.147076,0.147076
0.754648526,0.674015,0.674015
0.760453515,0.581667,0.581667
0.766258503,0.453766,0.453766
0.772063492,0.312005,0.312005
0.777868481,0.131033,0.131033
0.783673469,0.312005,0.312005
0.789478458,0.37843,0.37843
0.795283447,0.184304,0.184304
0.801088435,0.537298,0.537298
0.806893424,0.537298,0.537298
0.812698413,0.721067,0.721067
0.818503401,0.674015,0.674015
0.824308390,0.721067,0.721067
0.830113379,0.627376,0.627376
0.835918367,0.344087,0.344087
0.841723356,0.312005,0.312005
0.847528345,0.131033,0.131033
0.853333333,0.0538175,0.0627412,0.116559
0.859138322,0.312005,0.312005
0.864943311,0.147076,0.147076
0.870748299,0.184304,0.184304
0.876553288,0.01,0.01
0.882358277,0
0.888163265,0
0.893968254,0.01,0.01
0.899773243,0.0162687,0.0162687
0.905578231,0.147076,0.147076
0.911383220,0.494585,0.494585
0.917188209,0.767893,0.767893
0.922993197,0.857565,0.857565
0.928798186,0.934682,0.934682
0.934603175,0.934682,0.934682
0.940408163,0.987509,0.987509
0.946213152,0.987509,0.987509
0.952018141,0.987509,0.987509
0.957823129,0.987509,0.987509
0.963628118,0.987509,0.987509
0.969433107,0.987509,0.987509
0.975238095,0.987509,0.987509
0.981043084,0.987509,0.987509
0.986848073,0.999997,0.999997
0.992653061,0.999997,0.999997
0.998458050,0.999997,0.999997
1.004263039,0.999997,0.999997
1.010068027,0.999997,0.999997
1.015873016,0.999997,0.999997
1.021678005,0.999997,0.999997
1.027482993,0.999997,0.999997
1.033287982,0.999997,0.999997
1.039092971,0.987509,0.987509
1.044897959,0.987509,0.987509
1.050702948,0.987509,0.987509
1.056507937,0.987509,0.987509
1.062312925,0.987509,0.987509
1.068117914,0.987509,0.987509
1.073922902,0.999997,0.999997
1.079727891,0.999997,0.999997
1.085532880,0.999997,0.999997
1.091337868,0.987509,0.987509
1.097142857,0.934682,0.934682
1.102947846,0.813707,0.813707
1.108752834,0.627376,0.627376
1.114557823,0.537298,0.537298
1.120362812,0.453766,0.453766
1.126167800,0.415011,0.415011
1.131972789,0.282157,1.69979e-5,0.282174
1.137777778,0.0565461,8.76721e-5,0.0566338
1.143582766,0.0189697,0.000115023,0.0190848
1.149387755,0.014253,0.014253
1.155192744,0.205702,0.205702
1.160997732,0.147076,0.147076
1.166802721,0.37843,0.37843
1.172607710,0.674015,0.674015
1.178412698,0.627376,0.627376
1.184217687,0.767893,0.767893
1.190022676,0.721067,0.721067
1.195827664,0.37843,0.37843
1.201632653,0.22909,0.22909
1.207437642,0.147076,0.147076
1.213242630,0.282174,0.282174
1.219047619,0.581667,0.581667
1.224852608,0.767893,0.767893
1.230657596,0.934682,0.934682
1.236462585,0.898337,0.898337
1.242267574,0.898337,0.898337
1.248072562,0.857565,0.857565
1.253877551,0.721067,0.721067
1.259682540,0.627376,0.627376
1.265487528,0.415011,0.415011
1.271292517,0.091875,0.091875
1.277097506,0.0162687,0.0162687
1.282902494,0.0122978,0.0122978
1.288707483,0
1.294512472,0.01,0.01
1.300317460,0.011187,0.011187
1.306122449,0.0142451,7.97029e-6,0.014253
1.311927438,0
1.317732426,0
1.323537415,0.01,0.01
1.329342404,0.014253,0.014253
1.335147392,0.103542,0.103542
1.340952381,0.415011,0.415011
1.346757370,0.767893,0.767893
1.352562358,0.898337,0.898337
1.358367347,0.934682,0.934682
1.364172336,0.965021,0.965021
1.369977324,0.999997,0.999997
1.375782313,0.999997,0.999997
1.381587302,0.999997,0.999997
1.387392290,0.999997,0.999997
1.393197279,0.999997,0.999997
1.399002268,0.999997,0.999997
1.404807256,0.999997,0.999997
1.410612245,0.999997,0.999997
1.416417234,0.999997,0.999997
1.422222222,0.987509,0.987509
1.428027211,0.987509,0.987509
1.433832200,0.987509,0.987509
1.439637188,0.999997,0.999997
1.445442177,0.999997,0.999997
1.451247166,0.999997,0.999997
1.457052154,0.999997,0.999997
1.462857143,0.999997,0.999997
1.468662132,0.999997,0.999997
1.474467120,0.999997,0.999997
1.480272109,0.999997,0.999997
1.486077098,0.999997,0.999997
1.491882086,0.999997,0.999997
1.497687075,0.999997,0.999997
1.503492063,0.999997,0.999997
1.509297052,0.999997,0.999997
1.515102041,0.999997,0.999997
1.520907029,0.999997,0.999997
1.526712018,0.999997,0.999997
1.532517007,0.987509,0.987509
1.538321995,0.965021,0.965021
1.544126984,0.965021,0.965021
1.549931973,0.813707,0.813707
1.555736961,0.721067,0.721067
1.561541950,0.581667,0.581667
1.567346939,0.344087,0.344087
1.573151927,0.312005,0.312005
1.578956916,0.147076,0.147076
1.584761905,0.02818,4.67609e-5,0.0282268
1.590566893,0.00471157,0.0235153,0.0282269
1.596371882,8.69391e-5,2.37107e-5,0.0189756,0.0190862
1.602176871,0.0100049,0.0100049
1.607981859,0.0162687,0.0162687
1.613786848,0.205702,0.205702
1.619591837,0.312005,0.312005
1.625396825,0.254555,0.254555
1.631201814,0.205702,0.205702
1.637006803,0.184304,0.184304
1.642811791,0.205702,0.205702
1.648616780,0.0721671,0.0721671
1.654421769,0.0134799,0.0134799
1.660226757,0.0190862,0.0190862
1.666031746,0.0162687,0.0162687
1.671836735,0.22909,0.22909
1.677641723,0.627376,0.627376
1.683446712,0.898337,0.898337
1.689251701,0.898337,0.898337
1.695056689,0.898337,0.898337
1.700861678,0.898337,0.898337
1.706666667,0.627376,0.627376
1.712471655,0.453766,0.453766
1.718276644,0.205702,0.205702
1.724081633,0.131033,0.131033
1.729886621,0.0134799,0.0134799
1.735691610,0.01,0.01
1.741496599,0.01,0.01
1.747301587,0.0109425,0.0109425
1.753106576,0
1.758911565,0.01,0.01
1.764716553,0.0101168,0.0101168
1.770521542,0.0639263,0.0639263
1.776326531,0.254555,0.254555
1.782131519,0.537298,0.537298
1.787936508,0.767893,0.767893
1.793741497,0.898337,0.898337
1.799546485,0.965021,0.965021
1.805351474,0.965021,0.965021
1.811156463,0.999997,0.999997
1.816961451,0.999997,0.999997
1.822766440,0.999997,0.999997
1.828571429,0.999997,0.999997
1.834376417,0.999997,0.999997
1.840181406,0.999997,0.999997
1.845986395,0.999997,0.999997
1.851791383,0.999997,0.999997
1.857596372,0.999997,0.999997
1.863401361,0.999997,0.999997
1.869206349,0.999997,0.999997
1.875011338,0.999997,0.999997
1.880816327,0.999997,0.999997
1.886621315,0.999997,0.999997
1.892426304,0.999997,0.999997
1.898231293,0.999997,0.999997
1.904036281,0.999997,0.999997
1.909841270,0.999997,0.999997
1.915646259,0.999997,0.999997
1.921451247,0.999997,0.999997
1.927256236,0.999997,0.999997
1.933061224,0.999997,0.999997
1.938866213,0.999997,0.999997
1.944671202,0.999997,0.999997
1.950476190,0.999997,0.999997
1.956281179,0.999997,0.999997
1.962086168,0.987509,0.987509
1.967891156,0.987509,0.987509
1.973696145,0.934682,0.934682
1.979501134,0.674015,0.674015
1.985306122,0.282174,0.282174
1.991111111,0.131033,0.131033
1.996916100,0.091875,0.091875
2.002721088,0.044547,0.044547
2.008526077,0.0254004,0.0254004
2.014331066,0.000666752,0.0108202,0.011487
2.020136054,0.0282269,0.0282269
2.025941043,0.116559,0.116559
2.031746032,0.0134799,0.0134799
2.037551020,0.0352638,0.0352638
2.043356009,0.056634,0.056634
2.049160998,0.103542,0.103542
2.054965986,0.282174,0.282174
2.060770975,0.282174,0.282174
2.066575964,0.22909,0.22909
2.072380952,0.254555,0.254555
2.078185941,0.581667,0.581667
2.083990930,0.37843,0.37843
2.089795918,0.537298,0.537298
2.095600907,0.674015,0.674015
2.101405896,0.898337,0.898337
2.107210884,0.934682,0.934682
2.113015873,0.898337,0.898337
2.118820862,0.813707,0.813707
2.124625850,0.857565,0.857565
2.130430839,0.857565,0.857565
2.136235828,0.857565,0.857565
2.142040816,0.767893,0.767893
2.147845805,0.581667,0.581667
2.153650794,0.453766,0.453766
2.159455782,0.494585,0.494585
2.165260771,0.674015,0.674015
2.171065760,0.674015,0.674015
2.176870748,0.581667,0.581667
2.182675737,0.627376,0.627376
2.188480726,0.494585,0.494585
2.194285714,0.282174,0.282174
2.200090703,2.35e-5,0.010023,0.0100465
2.205895692,0
2.211700680,0
2.217505669,0
2.223310658,0.0109425,0.0109425
2.229115646,0.147076,0.147076
2.234920635,0.453766,0.453766
2.240725624,0.857565,0.857565
2.246530612,0.898337,0.898337
2.252335601,0.898337,0.898337
2.258140590,0.965021,0.965021
2.263945578,0.987509,0.987509
2.269750567,0.999997,0.999997
2.275555556,0.999997,0.999997
2.281360544,0.999997,0.999997
2.287165533,0.999997,0.999997
2.292970522,0.999997,0.999997
2.298775510,0.999997,0.999997
2.304580499,0.999997,0.999997
2.310385488,0.999997,0.999997
2.316190476,0.999997,0.999997
2.321995465,0.999997,0.999997
2.327800454,0.999997,0.999997
2.333605442,0.999997,0.999997
2.339410431,0.999997,0.999997
2.345215420,0.999997,0.999997
2.351020408,0.999997,0.999997
2.356825397,0.999997,0.999997
2.362630385,0.999997,0.999997
2.368435374,0.999997,0.999997
2.374240363,0.999997,0.999997
2.380045351,0.999997,0.999997
2.385850340,0.999997,0.999997
2.391655329,0.999997,0.999997
2.397460317,0.999997,0.999997
2.403265306,0.999997,0.999997
2.409070295,0.987509,0.987509
2.414875283,0.898337,0.898337
2.420680272,0.813707,0.813707
2.426485261,0.537298,0.537298
2.432290249,0.254555,0.254555
2.438095238,0.103542,0.103542
2.443900227,0.0502019,0.0502019
2.449705215,0.116559,0.116559
2.455510204,0.022965,0.022965
2.461315193,0.000153716,0.0104294,0.0105831
2.467120181,0.0118533,0.0118533
2.472925170,0.0395921,0.0395921
2.478730159,0.103542,0.103542
2.484535147,0.056634,0.056634
2.490340136,0.091875,0.091875
2.496145125,0.147076,0.147076
2.501950113,0.184304,0.184304
2.507755102,0.494585,0.494585
2.513560091,0.453766,0.453766
2.519365079,0.22909,0.22909
2.525170068,0.344087,0.344087
2.530975057,0.116559,0.116559
2.536780045,0.184304,0.184304
2.542585034,0.453766,0.453766
2.548390023,0.674015,0.674015
2.554195011,0.965021,0.965021
2.560000000,0.934682,0.934682
2.565804989,0.767893,0.767893
2.571609977,0.721067,0.721067
2.577414966,0.537298,0.537298
2.583219955,0.453766,0.453766
2.589024943,0.537298,0.537298
2.594829932,0.312005,0.312005
2.600634921,0.164797,0.164797
2.606439909,0.116559,0.116559
2.612244898,0.205702,0.205702
2.618049887,0.453766,0.453766
2.623854875,0.164797,0.164797
2.629659864,0.0151747,0.0151747
2.635464853,0
2.641269841,0.01,0.01
2.647074830,0.0151747,0.0151747
2.652879819,0.103542,0.103542
2.658684807,0.344087,0.344087
2.664489796,0.674015,0.674015
2.670294785,0.857565,0.857565
2.676099773,0.934682,0.934682
2.681904762,0.965021,0.965021
2.687709751,0.965021,0.965021
2.693514739,0.987509,0.987509
2.699319728,0.987509,0.987509
2.705124717,0.987509,0.987509
2.710929705,0.987509,0.987509
2.716734694,0.987509,0.987509
2.722539683,0.999997,0.999997
2.728344671,0.999997,0.999997
2.734149660,0.999997,0.999997
2.739954649,0.999997,0.999997
2.745759637,0.999997,0.999997
2.751564626,0.987509,0.987509
2.757369615,0.999997,0.999997
2.763174603,0.999997,0.999997
2.768979592,0.999997,0.999997
2.774784580,0.999997,0.999997
2.780589569,0.999997,0.999997
2.786394558,0.999997,0.999997
2.792199546,0.999997,0.999997
2.798004535,0.999997,0.999997
2.803809524,0.999997,0.999997
2.809614512,0.999997,0.999997
2.815419501,0.999997,0.999997
2.821224490,0.999997,0.999997
2.827029478,0.999997,0.999997
2.832834467,0.999997,0.999997
2.838639456,0.987509,0.987509
2.844444444,0.965021,0.965021
2.850249433,0.721067,0.721067
2.856054422,0.415011,0.415011
2.861859410,0.22909,0.22909
2.867664399,0.147076,0.147076
2.873469388,0.131033,0.131033
2.879274376,0.0721671,0.0721671
2.885079365,0.0395921,0.0395921
2.890884354,0.0502019,0.0502019
2.896689342,0.0502019,0.0502019
2.902494331,0.103542,0.103542
2.908299320,0.627376,0.627376
2.914104308,0.581667,0.581667
2.919909297,0.37843,0.37843
2.925714286,0.254555,0.254555
2.931519274,0.056634,0.056634
2.937324263,0.0165516,0.00183778,0.0183894
2.943129252,0.147076,0.147076
2.948934240,0.164797,0.164797
2.954739229,0.147076,0.147076
2.960544218,0.254555,0.254555
2.966349206,0.312005,0.312005
2.972154195,0.674015,0.674015
2.977959184,0.721067,0.721067
2.983764172,0.767893,0.767893
2.989569161,0.813707,0.813707
2.995374150,0.721067,0.721067
3.001179138,0.537298,0.537298
3.006984127,0.453766,0.453766
3.012789116,0.581667,0.581667
3.018594104,0.581667,0.581667
3.024399093,0.813707,0.813707
3.030204082,0.813707,0.813707
3.036009070,0.494585,0.494585
3.041814059,0.494585,0.494585
3.047619048,0.453766,0.453766
3.053424036,0.453766,0.453766
3.059229025,0.01,0.01
3.065034014,0
3.070839002,0
3.076643991,0.010001,0.010001
3.082448980,0.0352638,0.0352638
3.088253968,0.164797,0.164797
3.094058957,0.537298,0.537298
3.099863946,0.767893,0.767893
3.105668934,0.857565,0.857565
3.111473923,0.934682,0.934682
3.117278912,0.999997,0.999997
3.123083900,0.999997,0.999997
3.128888889,0.999997,0.999997
3.134693878,0.999997,0.999997
3.140498866,0.999997,0.999997
3.146303855,0.999997,0.999997
3.152108844,0.999997,0.999997
3.157913832,0.999997,0.999997
3.163718821,0.999997,0.999997
3.169523810,0.999997,0.999997
3.175328798,0.999997,0.999997
3.181133787,0.999997,0.999997
3.186938776,0.999997,0.999997
3.192743764,0.999997,0.999997
3.198548753,0.999997,0.999997
3.204353741,0.999997,0.999997
3.210158730,0.999997,0.999997
3.215963719,0.999997,0.999997
3.221768707,0.999997,0.999997
3.227573696,0.999997,0.999997
3.233378685,0.987509,0.987509
3.239183673,0.987509,0.987509
3.244988662,0.987509,0.987509
3.250793651,0.987509,0.987509
3.256598639,0.999997,0.999997
3.262403628,0.999997,0.999997
3.268208617,0.999997,0.999997
3.274013605,0.999997,0.999997
3.279818594,0.987509,0.987509
3.285623583,0.965021,0.965021
3.291428571,0.898337,0.898337
3.297233560,0.721067,0.721067
3.303038549,0.494585,0.494585
3.308843537,0.344087,0.344087
3.314648526,0.312005,0.312005
3.320453515,0.116559,0.116559
3.326258503,0.0226977,0.000261964,0.0229596
3.332063492,0.000469783,0.011828,0.0122978
3.337868481,0.0102703,0.0102703
3.343673469,0.0502019,0.0502019
3.349478458,0.103542,0.103542
3.355283447,0.056634,0.056634
3.361088435,0.0814503,0.0814503
3.366893424,0.0814503,0.0814503
3.372698413,0.0721671,0.0721671
3.378503401,0.184304,0.184304
3.384308390,0.254555,0.254555
3.390113379,0.0721671,0.0721671
3.395918367,0.0395921,0.0395921
3.401723356,0.0282269,0.0282269
3.407528345,0.147076,0.147076
3.413333333,0.415011,0.415011
3.419138322,0.898337,0.898337
3.424943311,0.965021,0.965021
3.430748299,0.965021,0.965021
3.436553288,0.898337,0.898337
3.442358277,0.857565,0.857565
3.448163265,0.721067,0.721067
3.453968254,0.627376,0.627376
3.459773243,0.37843,0.37843
3.465578231,0.205702,0.205702
3.471383220,0.044547,0.044547
3.477188209,0.0395921,0.0395921
3.482993197,0.0721671,0.0721671
3.488798186,0.22909,0.22909
3.494603175,0.131033,0.131033
3.500408163,0.0109425,0.0109425
3.506213152,0.01,0.01
3.512018141,0.0100337,0.0100337
3.517823129,0.0352638,0.0352638
3.523628118,0.205702,0.205702
3.529433107,0.494585,0.494585
3.535238095,0.767893,0.767893
3.541043084,0.965021,0.965021
3.546848073,0.934682,0.934682
3.552653061,0.965021,0.965021
3.558458050,0.965021,0.965021
3.564263039,0.987509,0.987509
3.570068027,0.987509,0.987509
3.575873016,0.999997,0.999997
3.581678005,0.987509,0.987509
3.587482993,0.999997,0.999997
3.593287982,0.999997,0.999997
3.599092971,0.999997,0.999997
3.604897959,0.999997,0.999997
3.610702948,0.999997,0.999997
3.616507937,0.999997,0.999997
3.622312925,0.999997,0.999997
3.628117914,0.999997,0.999997
3.633922902,0.987509,0.987509
3.639727891,0.987509,0.987509
3.645532880,0.987509,0.987509
3.651337868,0.999997,0.999997
3.657142857,0.999997,0.999997
3.662947846,0.999997,0.999997
3.668752834,0.999997,0.999997
3.674557823,0.999997,0.999997
3.680362812,0.999997,0.999997
3.686167800,0.999997,0.999997
3.691972789,0.999997,0.999997
3.697777778,0.999997,0.999997
3.703582766,0.999997,0.999997
3.709387755,0.999997,0.999997
3.715192744,0.987509,0.987509
3.720997732,0.999997,0.999997
3.726802721,0.965021,0.965021
3.732607710,0.813707,0.813707
3.738412698,0.581667,0.581667
3.744217687,0.254555,0.254555
3.750022676,0.147076,0.147076
3.755827664,0.164797,0.164797
3.761632653,0.0814503,0.0814503
3.767437642,0.0314959,0.0314959
3.773242630,0.0208742,0.0208742
3.779047619,0.103542,0.103542
3.784852608,0.0208742,0.0208742
3.790657596,0.0314959,0.0314959
3.796462585,0.0253765,2.39261e-5,0.0254004
3.802267574,0.0190862,0.0190862
3.808072562,0.015598,0.000600188,0.0161982
3.813877551,0.014248,4.98838e-6,0.014253
3.819682540,0.0162687,0.0162687
3.825487528,0.091875,0.091875
3.831292517,0.721067,0.721067
3.837097506,0.581667,0.581667
3.842902494,0.721067,0.721067
3.848707483,0.721067,0.721067
3.854512472,0.857565,0.857565
3.860317460,0.934682,0.934682
3.866122449,0.898337,0.898337
3.871927438,0.898337,0.898337
3.877732426,0.898337,0.898337
3.883537415,0.898337,0.898337
3.889342404,0.898337,0.898337
3.895147392,0.813707,0.813707
3.900952381,0.813707,0.813707
3.906757370,0.813707,0.813707
3.912562358,0.627376,0.627376
3.918367347,0.131033,0.131033
3.924172336,0.0118533,0.0118533
3.929977324,0.01,0.01
3.935782313,0
3.941587302,0.0100168,0.0100168
3.947392290,0.022965,0.022965
3.953197279,0.22909,0.22909
3.959002268,0.674015,0.674015
3.964807256,0.767893,0.767893
3.970612245,0.898337,0.898337
3.976417234,0.965021,0.965021
3.982222222,0.987509,0.987509
3.988027211,0.999997,0.999997
3.993832200,0.999997,0.999997
3.999637188,0.999997,0.999997
4.005442177,0.999997,0.999997
4.011247166,0.999997,0.999997
4.017052154,0.999997,0.999997
4.022857143,0.999997,0.999997
4.028662132,0.999997,0.999997
4.034467120,0.999997,0.999997
4.040272109,0.999997,0.999997
4.046077098,0.999997,0.999997
4.051882086,0.999997,0.999997
4.057687075,0.999997,0.999997
4.063492063,0.999997,0.999997
4.069297052,0.999997,0.999997
4.075102041,0.999997,0.999997
4.080907029,0.999997,0.999997
4.086712018,0.999997,0.999997
4.092517007,0.999997,0.999997
4.098321995,0.999997,0.999997
4.104126984,0.999997,0.999997
4.109931973,0.999997,0.999997
4.115736961,0.999997,0.999997
4.121541950,0.999997,0.999997
4.127346939,0.999997,0.999997
4.133151927,0.987509,0.987509
4.138956916,0.987509,0.987509
4.144761905,0.934682,0.934682
4.150566893,0.813707,0.813707
4.156371882,0.537298,0.537298
4.162176871,0.282174,0.282174
4.167981859,0.184304,0.184304
4.173786848,0.184304,0.184304
4.179591837,0.205702,0.205702
4.185396825,0.091875,0.091875
4.191201814,0.103542,0.103542
4.197006803,0.116559,0.116559
4.202811791,0.254555,0.254555
4.208616780,0.627376,0.627376
4.214421769,0.312005,0.312005
4.220226757,0.415011,0.415011
4.226031746,0.22909,0.22909
4.231836735,0.103542,0.103542
4.237641723,0.312005,0.312005
4.243446712,0.494585,0.494585
4.249251701,0.131033,0.131033
4.255056689,0.0721671,0.0721671
4.260861678,0.0314959,0.0314959
4.266666667,0.131033,0.131033
4.272471655,0.494585,0.494585
4.278276644,0.813707,0.813707
4.284081633,0.934682,0.934682
4.289886621,0.767893,0.767893
4.295691610,0.453766,0.453766
4.301496599,0.37843,0.37843
4.307301587,0.184304,0.184304
4.313106576,0.0721671,0.0721671
4.318911565,0.091875,0.091875
4.324716553,0.0721671,0.0721671
4.330521542,0.022965,0.022965
4.336326531,0.0225681,0.00637975,0.0289479
4.342131519,0.103542,0.103542
4.347936508,0.116559,0.116559
4.353741497,0.00155486,0.0175314,0.0190862
4.359546485,0
4.365351474,0
4.371156463,0.01,0.01
4.376961451,0.011487,0.011487
4.382766440,0.103542,0.103542
4.388571429,0.344087,0.344087
4.394376417,0.674015,0.674015
4.400181406,0.813707,0.813707
4.405986395,0.898337,0.898337
4.411791383,0.965021,0.965021
4.417596372,0.999997,0.999997
4.423401361,0.999997,0.999997
4.429206349,0.999997,0.999997
4.435011338,0.999997,0.999997
4.440816327,0.987509,0.987509
4.446621315,0.987509,0.987509
4.452426304,0.999997,0.999997
4.458231293,0.999997,0.999997
4.464036281,0.999997,0.999997
4.469841270,0.999997,0.999997
4.475646259,0.999997,0.999997
4.481451247,0.999997,0.999997
4.487256236,0.999997,0.999997
4.493061224,0.999997,0.999997
4.498866213,0.999997,0.999997
4.504671202,0.987509,0.987509
4.510476190,0.987509,0.987509
4.516281179,0.987509,0.987509
4.522086168,0.987509,0.987509
4.527891156,0.987509,0.987509
4.533696145,0.999997,0.999997
4.539501134,0.999997,0.999997
4.545306122,0.999997,0.999997
4.551111111,0.999997,0.999997
4.556916100,0.999997,0.999997
4.562721088,0.999997,0.999997
4.568526077,0.987509,0.987509
4.574331066,0.965021,0.965021
4.580136054,0.898337,0.898337
4.585941043,0.721067,0.721067
4.591746032,0.453766,0.453766
4.597551020,0.254555,0.254555
4.603356009,0.164797,0.164797
4.609160998,0.091875,0.091875
4.614965986,0.0128275,0.000896383,0.000896383,0.0146203
4.620770975,0.0162687,0.0162687
4.626575964,0.0105831,0.0105831
4.632380952,0.0395921,0.0395921
4.638185941,0.0639263,0.0639263
4.643990930,0.494585,0.494585
4.649795918,0.494585,0.494585
4.655600907,0.37843,0.37843
4.661405896,0.415011,0.415011
4.667210884,0.37843,0.37843
4.673015873,0.282174,0.282174
4.678820862,0.37843,0.37843
4.684625850,0.627376,0.627376
4.690430839,0.116559,0.116559
4.696235828,0.282174,0.282174
4.702040816,0.537298,0.537298
4.707845805,0.898337,0.898337
4.713650794,0.987509,0.987509
4.719455782,0.934682,0.934682
4.725260771,0.898337,0.898337
4.731065760,0.721067,0.721067
4.736870748,0.453766,0.453766
4.742675737,0.581667,0.581667
4.748480726,0.627376,0.627376
4.754285714,0.494585,0.494585
4.760090703,0.344087,0.344087
4.765895692,0.37843,0.37843
4.771700680,0.494585,0.494585
4.777505669,0.898337,0.898337
4.783310658,0.813707,0.813707
4.789115646,0.344087,0.344087
4.794920635,0.0128344,0.0128344
4.800725624,0
4.806530612,0.0100337,0.0100337
4.812335601,0.0314959,0.0314959
4.818140590,0.091875,0.091875
4.823945578,0.453766,0.453766
4.829750567,0.721067,0.721067
4.835555556,0.857565,0.857565
4.841360544,0.898337,0.898337
4.847165533,0.934682,0.934682
4.852970522,0.987509,0.987509
4.858775510,0.987509,0.987509
4.864580499,0.999997,0.999997
4.870385488,0.987509,0.987509
4.876190476,0.987509,0.987509
4.881995465,0.987509,0.987509
4.887800454,0.987509,0.987509
4.893605442,0.999997,0.999997
4.899410431,0.999997,0.999997
4.905215420,0.999997,0.999997
4.911020408,0.999997,0.999997
4.916825397,0.999997,0.999997
4.922630385,0.999997,0.999997
4.928435374,0.999997,0.999997
4.934240363,0.999997,0.999997
4.940045351,0.987509,0.987509
4.945850340,0.987509,0.987509
4.951655329,0.987509,0.987509
4.957460317,0.999997,0.999997
4.963265306,0.999997,0.999997
4.969070295,0.999997,0.999997
